"site_code","year","SWE.0","SWE.1","SWE.2","SWE.3","SWE.4","SWE.5","PPT.0","PPT.1","PPT.2","PPT.3","PPT.4","PPT.5"
"LRPJC",2018,1.16393446922302,45.4426231384277,8.34426212310791,9.44262313842773,52.032787322998,49.0983619689941,42.7510016560555,97.194004625082,94.8690049052238,107.104006230831,67.5003133416176,109.818320959806
"LXOGB",2018,0.688524603843689,1.47540986537933,0.688524603843689,0.196721315383911,1.45901644229889,0.2786885201931,48.8510020971298,97.3000044226646,99.1150072216988,105.90200483799,62.8675439953804,110.006944566965
"MCBRM01",2018,0.262295067310333,5.44262313842773,1.27868854999542,0.147540986537933,1.47540986537933,0.3278688788414,43.8030012249947,95.5190041065216,93.3830047249794,102.229005277157,64.2030792236328,108.805297106504
"MCBSA01",2018,0.245901629328728,4.37704944610596,0.819672167301178,0.131147548556328,0.950819671154022,5.9180326461792,43.0590014159679,96.336003601551,94.7530044317245,105.453006446362,64.5768364965916,109.312784045935
"MCTH",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,43.352001786232,97.7090036273003,95.4450054168701,112.74100497365,68.6327533721924,113.097776919603
"MEMNL01",2018,5.98360681533813,119.885246276855,15.0819673538208,1.13114750385284,28.4918041229248,55.7540969848633,51.6940017640591,99.1530034542084,96.9180058836937,104.73000523448,65.5883288681507,109.129366129637
"MEMRS01",2018,49.7704925537109,387.524597167969,167.704925537109,367.540985107422,306.573760986328,157.639343261719,52.8260018825531,98.837004005909,98.0980031490326,103.550004035234,64.3001614511013,108.423605412245
"MGGT",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,46.9070017039776,98.5300031304359,96.2830056846142,107.008005976677,67.8760196864605,109.675977170467
"MGWO",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,37.8950019180775,98.6350049972534,97.9700048863888,139.004007309675,78.8507868647575,126.130483567715
"MINE",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,47.3440019786358,98.4060038626194,95.5090056657791,105.699005007744,66.8113608956337,109.241302847862
"MJNG",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"MJOL",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,36.5730013251305,99.561004281044,99.1410057842731,149.587005674839,85.716201543808,133.52810806036
"MKBID",2018,17.5245895385742,104.065574645996,90.5737686157227,161.557373046875,117.655738830566,33.0163917541504,39.2950015962124,96.714004099369,96.2610033750534,117.159004747868,70.8129106760025,113.752229630947
"MKTPA",2018,27.8688526153564,147.836059570312,38.6721305847168,71.9508209228516,100.459014892578,88.1803283691406,51.540002822876,99.2550033926964,96.1880053281784,104.679004520178,65.3596813082695,109.272949814796
"MNAQJ",2018,62.7049179077148,454.065582275391,204.508193969727,336.688507080078,246.491806030273,174.163940429688,43.6390019953251,98.2850040197372,95.1930052042007,111.297005772591,71.599712073803,112.38797301054
"MPSY",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,43.352001786232,97.7090036273003,95.4450054168701,112.74100497365,68.6327533721924,113.097776919603
"MRDK",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"MRIND",2018,17.5081977844238,53.1311454772949,47.5081977844238,1.37704920768738,42.4262275695801,105.311477661133,42.8770018815994,96.9840034246445,94.55000436306,114.273006379604,69.8069653213024,113.71948081255
"MTAFH",2018,29.2459011077881,130.934432983398,46.8688507080078,21.2950820922852,79.7377014160156,106.672134399414,41.5890011489391,97.961003601551,93.796003729105,118.190005809069,72.003064095974,117.14915150404
"MTSH",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"MVARN",2018,8.39344310760498,108.606559753418,26.3934421539307,3.78688526153564,35.0163917541504,14.7049179077148,35.7930016219616,95.9410035312176,94.0120040476322,145.052007704973,83.5164024829865,128.447162389755
"MWDV",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"NCIF",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,47.3440019786358,98.4060038626194,95.5090056657791,105.699005007744,66.8113608956337,109.241302847862
"NCKW",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"NCUB",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,43.352001786232,97.7090036273003,95.4450054168701,112.74100497365,68.6327533721924,113.097776919603
"NDFU",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,37.8950019180775,98.6350049972534,97.9700048863888,139.004007309675,78.8507868647575,126.130483567715
"NGFS",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"NGTWF",2018,48.2950820922852,368.032775878906,154.29508972168,322.540985107422,274.688537597656,128.901641845703,43.6390019953251,98.2850040197372,95.1930052042007,111.297005772591,71.599712073803,112.38797301054
"NIBED",2018,30.8688526153564,114.377052307129,89.1311492919922,117.85245513916,84.836067199707,84.2295074462891,39.5640018880367,104.99700409174,103.897003859282,141.437006473541,80.6693190932274,127.304456710815
"NISHT",2018,11.6393442153931,87.5901641845703,52.2295074462891,207.442626953125,249.262298583984,74.1803283691406,36.1980013251305,98.9740034043789,96.6640045642853,155.816007852554,89.7802178561687,130.785451769829
"NIZOD",2018,27.8688526153564,147.836059570312,38.6721305847168,71.9508209228516,100.459014892578,88.1803283691406,50.9430017769337,99.3860049247742,95.171003729105,105.122003465891,67.682360202074,109.914942800999
"NJLM",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,45.5430024564266,97.6570045948029,94.9890041947365,105.294004976749,66.6770867705345,110.159045636654
"NJQHM",2018,22.0491809844971,106.639343261719,100.59016418457,86.5901641845703,57.7540969848633,81.5409851074219,39.5640018880367,104.99700409174,103.897003859282,141.437006473541,80.6693190932274,127.304456710815
"NLDIZ",2018,0.868852436542511,42,0.688524603843689,0.508196711540222,20.2950820922852,66.7049179077148,40.3220021426678,98.4020041823387,93.4870049655437,122.290004909039,74.0695613622665,120.667907238007
"NOLR",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,47.3440019786358,98.4060038626194,95.5090056657791,105.699005007744,66.8113608956337,109.241302847862
"NOWZ",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,45.5430024564266,97.6570045948029,94.9890041947365,105.294004976749,66.6770867705345,110.159045636654
"NQCO",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,46.9070017039776,98.5300031304359,96.2830056846142,107.008005976677,67.8760196864605,109.675977170467
"NTPH",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,37.8950019180775,98.6350049972534,97.9700048863888,139.004007309675,78.8507868647575,126.130483567715
"NVYPC",2018,20.3114757537842,154.901641845703,82.4098358154297,218.59016418457,211.639343261719,93.6721343994141,50.144002199173,99.7800033390522,94.2590038180351,105.407003998756,68.7584083676338,110.324327200651
"NVZC",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,45.5430024564266,97.6570045948029,94.9890041947365,105.294004976749,66.6770867705345,110.159045636654
"NWDK",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,46.9070017039776,98.5300031304359,96.2830056846142,107.008005976677,67.8760196864605,109.675977170467
"NYHR",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,36.5730013251305,99.561004281044,99.1410057842731,149.587005674839,85.716201543808,133.52810806036
"NYXEO",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,46.9070017039776,98.5300031304359,96.2830056846142,107.008005976677,67.8760196864605,109.675977170467
"NZXV",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,37.3840020000935,102.653005152941,103.263004183769,152.110006213188,87.9863203167915,134.224366754293
"OCLZ",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"OELX",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"OFCNI",2018,48.2950820922852,368.032775878906,154.29508972168,322.540985107422,274.688537597656,128.901641845703,45.9550023078918,98.4550041556358,94.7980051040649,105.206006020308,67.0382437109947,110.641688674688
"OFMLA",2018,48.1803283691406,441.262298583984,211.344268798828,375.081970214844,251.754104614258,125.754096984863,48.6910017132759,101.115002959967,92.6030043661594,107.132004916668,71.7671201527119,111.991708129644
"OFSKE",2018,44.4754104614258,214.016387939453,148.524597167969,180.245895385742,169.29508972168,121.163932800293,46.214001595974,98.4690038263798,94.0280036628246,104.991004288197,67.203381717205,108.185352087021
"OGJZR",2018,18.7377052307129,124.245903015137,22.016393661499,1.83606553077698,82.4918060302734,80.2786865234375,40.3220021426678,98.4020041823387,93.4870049655437,122.290004909039,74.0695613622665,120.667907238007
"OJKJ",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,46.9070017039776,98.5300031304359,96.2830056846142,107.008005976677,67.8760196864605,109.675977170467
"OQGJ",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,36.5730013251305,99.561004281044,99.1410057842731,149.587005674839,85.716201543808,133.52810806036
"ORCR",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,47.3440019786358,98.4060038626194,95.5090056657791,105.699005007744,66.8113608956337,109.241302847862
"ORYUD",2018,62.7049179077148,454.065582275391,204.508193969727,336.688507080078,246.491806030273,174.163940429688,43.352001786232,97.7090036273003,95.4450054168701,112.74100497365,68.6327533721924,113.097776919603
"OUZLF",2018,18.4754104614258,159.606552124023,17.7049179077148,20.5737705230713,75.0491790771484,100.770492553711,43.352001786232,97.7090036273003,95.4450054168701,112.74100497365,68.6327533721924,113.097776919603
"OVSI",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,36.5730013251305,99.561004281044,99.1410057842731,149.587005674839,85.716201543808,133.52810806036
"OXLK",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"PAEU",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,43.352001786232,97.7090036273003,95.4450054168701,112.74100497365,68.6327533721924,113.097776919603
"PDEJ",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"PEIZA",2018,31.4262294769287,155.213119506836,82.393440246582,83.3442611694336,77.6229476928711,177.918029785156,42.2370013892651,98.0790041685104,95.7670056819916,108.088003993034,65.7346822321415,111.252082169056
"PEUNX",2018,29.2459011077881,130.934432983398,46.8688507080078,21.2950820922852,79.7377014160156,106.672134399414,41.5890011489391,97.961003601551,93.796003729105,118.190005809069,72.003064095974,117.14915150404
"PFMU",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,43.352001786232,97.7090036273003,95.4450054168701,112.74100497365,68.6327533721924,113.097776919603
"PGWE",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,36.5730013251305,99.561004281044,99.1410057842731,149.587005674839,85.716201543808,133.52810806036
"PGYU",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"PHAK",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,47.3440019786358,98.4060038626194,95.5090056657791,105.699005007744,66.8113608956337,109.241302847862
"PHBY",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"PHRAZ01",2018,16.2131156921387,64.2131118774414,8.49180316925049,1.37704920768738,75.606559753418,89.5737686157227,36.8840019106865,101.342004209757,90.5350045859814,128.028005957603,76.2420919835567,121.568595975637
"PIQW",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,43.352001786232,97.7090036273003,95.4450054168701,112.74100497365,68.6327533721924,113.097776919603
"PJFV",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,37.3980017900467,96.5600040853024,94.7800052464008,138.294005870819,79.2070755362511,126.775970757008
"PLDO",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,47.3440019786358,98.4060038626194,95.5090056657791,105.699005007744,66.8113608956337,109.241302847862
"PMJV",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,45.5430024564266,97.6570045948029,94.9890041947365,105.294004976749,66.6770867705345,110.159045636654
"PMOQ",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"PMRFH",2018,1.16393446922302,53,3.7704918384552,0.459016412496567,29.2459011077881,3,36.6370014250278,94.9990032315254,92.5650043487549,130.285006731749,78.84503698349,122.47683930397
"PMSAQ",2018,17.7868843078613,240.639343261719,11.4590167999268,2.63934421539307,65.5245895385742,77.5901641845703,52.8260018825531,98.837004005909,98.0980031490326,103.550004035234,64.3001614511013,108.423605412245
"PMSYA",2018,62.7049179077148,454.065582275391,204.508193969727,336.688507080078,246.491806030273,174.163940429688,43.352001786232,97.7090036273003,95.4450054168701,112.74100497365,68.6327533721924,113.097776919603
"PMVS",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"POZDQ",2018,48.2950820922852,368.032775878906,154.29508972168,322.540985107422,274.688537597656,128.901641845703,43.6390019953251,98.2850040197372,95.1930052042007,111.297005772591,71.599712073803,112.38797301054
"PQFKD",2018,12.7377052307129,86.0819702148438,43.7049179077148,1.39344263076782,44.9836082458496,56.8852462768555,47.3440019786358,98.4060038626194,95.5090056657791,105.699005007744,66.8113608956337,109.241302847862
"PQFKJ",2018,48.2950820922852,368.032775878906,154.29508972168,322.540985107422,274.688537597656,128.901641845703,46.214001595974,98.4690038263798,94.0280036628246,104.991004288197,67.203381717205,108.185352087021
"PSASR01",2018,16.2131156921387,64.2131118774414,8.49180316925049,1.37704920768738,75.606559753418,89.5737686157227,36.8840019106865,101.342004209757,90.5350045859814,128.028005957603,76.2420919835567,121.568595975637
"PUGH",2018,4.36065578460693,69.0655746459961,14.2459011077881,0.5573770403862,19.1147537231445,66.442626953125,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"PWGSM",2018,15.1147537231445,82.9180297851562,70.6721343994141,138.147537231445,147.737701416016,111.59016418457,49.5590015053749,100.270004272461,94.0150058865547,106.170005053282,69.7565195560455,111.20010843873
"PYIAW",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,36.5730013251305,99.561004281044,99.1410057842731,149.587005674839,85.716201543808,133.52810806036
"PYQB",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,37.8950019180775,98.6350049972534,97.9700048863888,139.004007309675,78.8507868647575,126.130483567715
"QANL",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"QAOMG",2018,20.8196716308594,154.180328369141,37.8852462768555,10.8688526153564,75.4262313842773,92.0327835083008,41.2430017888546,97.6800039708614,97.1000037193298,123.098005235195,73.2930612564087,120.910928428173
"QCJZY",2018,12.7377052307129,86.0819702148438,43.7049179077148,1.39344263076782,44.9836082458496,56.8852462768555,47.3440019786358,98.4060038626194,95.5090056657791,105.699005007744,66.8113608956337,109.241302847862
"QEUOW",2018,41.7704925537109,298.442626953125,227.098358154297,260.131134033203,304.262298583984,199.327865600586,39.185001552105,97.9010033607483,97.8940044343472,134.418005108833,79.6933620274067,125.76707932353
"QGVH",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,36.5730013251305,99.561004281044,99.1410057842731,149.587005674839,85.716201543808,133.52810806036
"QJLKF",2018,48.2950820922852,368.032775878906,154.29508972168,322.540985107422,274.688537597656,128.901641845703,45.9550023078918,98.4550041556358,94.7980051040649,105.206006020308,67.0382437109947,110.641688674688
"QJMO",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,43.352001786232,97.7090036273003,95.4450054168701,112.74100497365,68.6327533721924,113.097776919603
"QPNX",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,47.3440019786358,98.4060038626194,95.5090056657791,105.699005007744,66.8113608956337,109.241302847862
"QREOK",2018,27.8688526153564,147.836059570312,38.6721305847168,71.9508209228516,100.459014892578,88.1803283691406,50.9090024828911,99.9090034663677,95.1680034399033,105.401004493237,68.0139701664448,110.251217842102
"QTUU",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,46.9070017039776,98.5300031304359,96.2830056846142,107.008005976677,67.8760196864605,109.675977170467
"QUFSK",2018,9.81967258453369,96.3442611694336,17.3278694152832,3.04918026924133,15.3114757537842,68.0819702148438,49.4630022346973,99.4510053992271,93.3890036642551,105.331004858017,70.3244685530663,110.407797247171
"QVPD",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,37.3980017900467,96.5600040853024,94.7800052464008,138.294005870819,79.2070755362511,126.775970757008
"QWRKZ",2018,62.7049179077148,454.065582275391,204.508193969727,336.688507080078,246.491806030273,174.163940429688,40.9940019845963,97.8730039000511,98.0020040869713,121.983005642891,73.687317699194,120.057225763798
"QWXMI",2018,27.6393432617188,213.11474609375,116.016395568848,261.409851074219,172.065567016602,170.524597167969,39.185001552105,97.9010033607483,97.8940044343472,134.418005108833,79.6933620274067,125.76707932353
"QZUBY",2018,48.2950820922852,368.032775878906,154.29508972168,322.540985107422,274.688537597656,128.901641845703,46.214001595974,98.4690038263798,94.0280036628246,104.991004288197,67.203381717205,108.185352087021
"RBEH",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,46.9070017039776,98.5300031304359,96.2830056846142,107.008005976677,67.8760196864605,109.675977170467
"RBGXO",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,36.5730013251305,99.561004281044,99.1410057842731,149.587005674839,85.716201543808,133.52810806036
"RBOZM",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,47.3440019786358,98.4060038626194,95.5090056657791,105.699005007744,66.8113608956337,109.241302847862
"REBO",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"REVKF",2018,5.98360681533813,119.885246276855,15.0819673538208,1.13114750385284,28.4918041229248,55.7540969848633,51.540002822876,99.2550033926964,96.1880053281784,104.679004520178,65.3596813082695,109.272949814796
"RFPU",2018,4.36065578460693,69.0655746459961,14.2459011077881,0.5573770403862,19.1147537231445,66.442626953125,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"RGBOB01",2018,13.6885251998901,47.1147537231445,28.6229515075684,24.4262294769287,157.245895385742,92.3442611694336,31.8200014531612,107.060004502535,89.0710037946701,147.741005718708,90.8353028893471,137.717868596315
"RIJS",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,46.9070017039776,98.5300031304359,96.2830056846142,107.008005976677,67.8760196864605,109.675977170467
"RIYH",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,46.9070017039776,98.5300031304359,96.2830056846142,107.008005976677,67.8760196864605,109.675977170467
"RJHT",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,37.8950019180775,98.6350049972534,97.9700048863888,139.004007309675,78.8507868647575,126.130483567715
"RJVEF",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,37.3840020000935,102.653005152941,103.263004183769,152.110006213188,87.9863203167915,134.224366754293
"RKOW",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"RLPJZ",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,46.9070017039776,98.5300031304359,96.2830056846142,107.008005976677,67.8760196864605,109.675977170467
"RNBV",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,37.8950019180775,98.6350049972534,97.9700048863888,139.004007309675,78.8507868647575,126.130483567715
"RNUV",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,37.3980017900467,96.5600040853024,94.7800052464008,138.294005870819,79.2070755362511,126.775970757008
"ROCQ",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,43.352001786232,97.7090036273003,95.4450054168701,112.74100497365,68.6327533721924,113.097776919603
"ROUBC",2018,12.7377052307129,86.0819702148438,43.7049179077148,1.39344263076782,44.9836082458496,56.8852462768555,47.3440019786358,98.4060038626194,95.5090056657791,105.699005007744,66.8113608956337,109.241302847862
"RRVT",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,46.9070017039776,98.5300031304359,96.2830056846142,107.008005976677,67.8760196864605,109.675977170467
"RSQQ",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,47.3440019786358,98.4060038626194,95.5090056657791,105.699005007744,66.8113608956337,109.241302847862
"RSQXD",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.144002199173,99.7800033390522,94.2590038180351,105.407003998756,68.7584083676338,110.324327200651
"RTNIO",2018,11.6393442153931,87.5901641845703,52.2295074462891,207.442626953125,249.262298583984,74.1803283691406,36.1980013251305,98.9740034043789,96.6640045642853,155.816007852554,89.7802178561687,130.785451769829
"RVHAN",2018,20.3114757537842,154.901641845703,82.4098358154297,218.59016418457,211.639343261719,93.6721343994141,50.144002199173,99.7800033390522,94.2590038180351,105.407003998756,68.7584083676338,110.324327200651
"RVLO",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,45.5430024564266,97.6570045948029,94.9890041947365,105.294004976749,66.6770867705345,110.159045636654
"RXVF",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,43.352001786232,97.7090036273003,95.4450054168701,112.74100497365,68.6327533721924,113.097776919603
"SACVG",2018,24.7540988922119,146.786880493164,100.967216491699,119.459014892578,91.3606567382812,145.196716308594,41.8030019700527,100.145003855228,97.5230047404766,113.990003824234,67.0899983644485,114.793328732252
"SAVZC",2018,0.262295067310333,1.21311473846436,1.75409841537476,0.590163946151733,11.3606557846069,0.245901644229889,51.8200014531612,95.8730036318302,101.98100477457,106.274005889893,62.499500900507,106.272692322731
"SBLHG",2018,27.6393432617188,213.11474609375,116.016395568848,261.409851074219,172.065567016602,170.524597167969,39.185001552105,97.9010033607483,97.8940044343472,134.418005108833,79.6933620274067,125.76707932353
"SBUFN",2018,16.2131156921387,64.2131118774414,8.49180316925049,1.37704920768738,75.606559753418,89.5737686157227,36.8840019106865,101.342004209757,90.5350045859814,128.028005957603,76.2420919835567,121.568595975637
"SCGN",2018,11.6065578460693,150.655731201172,32.6393432617188,25.4590167999268,85.9344253540039,81.6885223388672,45.5430024564266,97.6570045948029,94.9890041947365,105.294004976749,66.6770867705345,110.159045636654
"SDIP",2018,13.6065578460693,63.5737686157227,12.3114757537842,0.770491778850555,39.7213096618652,20.5081977844238,46.9070017039776,98.5300031304359,96.2830056846142,107.008005976677,67.8760196864605,109.675977170467
"SGBTF01",2018,27.6393432617188,213.11474609375,116.016395568848,261.409851074219,172.065567016602,170.524597167969,39.185001552105,97.9010033607483,97.8940044343472,134.418005108833,79.6933620274067,125.76707932353
"SGDV",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"SGYC",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"SIZB",2018,42,201.508193969727,137.065567016602,303.311462402344,191.524597167969,64,37.3840020000935,102.653005152941,103.263004183769,152.110006213188,87.9863203167915,134.224366754293
"SJCTK",2018,13.7049179077148,98.0491790771484,38.0983619689941,0.967213094234467,46.967212677002,87.3770523071289,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"SJTZA",2018,22.0491809844971,106.639343261719,100.59016418457,86.5901641845703,57.7540969848633,81.5409851074219,38.7190020382404,102.198004662991,102.650005459785,136.878007978201,80.6993899941444,124.620613694191
"SLXGA",2018,0.786885261535645,32.2459030151367,3.04918026924133,0.524590134620667,10.6393442153931,66.8688507080078,41.5890011489391,97.961003601551,93.796003729105,118.190005809069,72.003064095974,117.14915150404
"SMPAT",2018,4.36065578460693,69.0655746459961,14.2459011077881,0.5573770403862,19.1147537231445,66.442626953125,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
"SNOUM",2018,6.39344263076782,80.5409851074219,38.7049179077148,45.3934440612793,60.0655746459961,124.393440246582,41.4270014166832,101.268003761768,99.2020038366318,117.609005272388,68.9730669260025,115.468630194664
"SQFKW",2018,18.6065578460693,178.754104614258,33.3934440612793,86.5409851074219,114.934425354004,131.573776245117,39.185001552105,97.9010033607483,97.8940044343472,134.418005108833,79.6933620274067,125.76707932353
"STYW",2018,13.5737705230713,108.819671630859,36.9508209228516,0.704918026924133,17.3606567382812,67.8688507080078,50.1770017147064,99.366003215313,93.8090040683746,104.873006492853,68.8927067518234,109.858975499868
